Category,Item,Variant / Protein Option,Serving,PRICE,Ingredients (Detailed Grams per Serving),Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Sodium (mg),Description,Modifier Group 1 (Spice Level / Options),Modifier Group 2 (Sides Choice),Add-On Options
Salad,Greek Salad,Shrimp,Standard,30,"Shrimp (60g), Lettuce (35g), Cucumber (25g), Tomatoes (25g), Red Onion (15g), Feta Cheese (20g), Olives (10g), Olive Oil (8g), Oregano (2g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Fresh Greek salad with crisp vegetables, feta and olives",,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Greek Salad,Salmon,Standard,20,"Grilled Salmon (60g), Lettuce (35g), Cucumber (25g), Tomatoes (25g), Red Onion (15g), Feta Cheese (20g), Olives (10g), Olive Oil (8g), Oregano (2g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Fresh Greek salad with crisp vegetables, feta and olives",,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Quinoa Salad,No Meat,Standard,25,"Quinoa (60g), Avocado (30g), Cucumber (25g), Tomatoes (25g), Red Onion (10g), Olive Oil (10g), Lemon Juice (10g), Salt (2g), Pepper (2g), Mint (5g)",0,0,0,0,0,0,Fresh quinoa salad with crisp vegetables and creamy avocado,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Quinoa Salad,Grilled Chicken,Standard,20,"Grilled Chicken (60g), Quinoa (50g), Avocado (25g), Cucumber (20g), Tomatoes (20g), Red Onion (10g), Olive Oil (8g), Lemon Juice (8g), Salt (2g), Pepper (2g), Mint (5g)",0,0,0,0,0,0,Fresh quinoa salad with crisp vegetables and creamy avocado,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Quinoa Salad,Grilled Salmon,Standard,25,"Grilled Salmon (60g), Quinoa (50g), Avocado (25g), Cucumber (20g), Tomatoes (20g), Red Onion (10g), Olive Oil (8g), Lemon Juice (8g), Salt (2g), Pepper (2g), Mint (5g)",0,0,0,0,0,0,Fresh quinoa salad with crisp vegetables and creamy avocado,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Fit Salad (Feta & Egg),No Meat,Standard,20,"Lettuce (40g), Feta Cheese (20g), Boiled Egg (30g), Tomatoes (20g), Cucumber (20g), Olive Oil (8g), Lemon Juice (5g), Salt (2g), Pepper (2g), Oregano (2g)",0,0,0,0,0,0,Light salad with feta cheese and boiled egg,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Fit Salad (Feta & Egg),Grilled Chicken,Standard,30,"Grilled Chicken (60g), Lettuce (35g), Feta Cheese (15g), Boiled Egg (25g), Tomatoes (15g), Cucumber (15g), Olive Oil (8g), Lemon Juice (5g), Salt (2g), Pepper (2g), Oregano (2g)",0,0,0,0,0,0,Light salad with feta cheese and boiled egg,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Beef Steak Salad,Standard,Standard,25,"Beef Steak (80g), Lettuce (40g), Tomatoes (25g), Cucumber (25g), Red Onion (10g), Bell Peppers (15g), Olive Oil (8g), Balsamic Vinegar (5g), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Tender beef steak served over fresh crisp salad,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Grilled Chicken Caesar Salad,Standard,Standard,20,"Grilled Chicken (60g), Romaine Lettuce (60g), Parmesan (15g), Croutons (15g), Caesar Dressing (40g: Egg Yolk, Olive Oil, Anchovy, Garlic, Parmesan), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Crisp Caesar salad with grilled chicken and parmesan,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Beetroot Salad,Standard,Standard,25,"Beetroot (80g, Roasted), Lettuce (30g), Feta Cheese (15g), Walnuts (10g), Olive Oil (8g), Balsamic Vinegar (5g), Salt (2g), Pepper (2g), Orange Zest (2g)",0,0,0,0,0,0,Fresh beetroot salad with crisp seasonal vegetables,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Tabouleh Salad,Standard,Standard,28,"Parsley (40g), Quinoa (30g), Tomatoes (30g), Onion (15g), Olive Oil (10g), Lemon Juice (10g), Pomegranate Seeds (10g), Salt (2g)",0,0,0,0,0,0,"Fresh parsley, coriander and tomato salad with quinoa and pomegranate",,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Avocado Salad,Standard,Standard,25,"Avocado (80g), Lettuce (30g), Tomatoes (20g), Red Onion (10g), Olive Oil (8g), Lemon Juice (10g), Salt (2g), Pepper (2g), Cilantro (5g)",0,0,0,0,0,0,Fresh avocado salad with crisp vegetables,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Tuna Salad,Standard,Standard,20,"Canned Tuna (60g), Lettuce (40g), Sweet Corn (20g), Tomatoes (20g), Cucumber (20g), Olive Oil (8g), Lemon Juice (5g), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Protein-rich tuna salad with fresh vegetables and sweet corn,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Kale Pomegranate and Spinach Salad,Standard,Standard,25,"Kale (40g), Spinach (30g), Pomegranate Seeds (25g), Mushrooms (20g), Olive Oil (8g), Lemon Juice (8g), Salt (2g), Pepper (2g), Parmesan (10g)",0,0,0,0,0,0,Fresh kale and spinach salad with pomegranate and mushrooms,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Rocca Salad,Standard,Standard,20,"Rocca (Arugula) (40g), Cherry Tomatoes (30g), Parmesan (15g), Olive Oil (10g), Lemon Juice (5g), Salt (2g), Pepper (2g), Pine Nuts (10g)",0,0,0,0,0,0,Fresh rocca salad with crisp seasonal vegetables,,,"Chicken (+5 AED), White Fish (+5 AED), Shrimp (+8 AED), Beef (+8 AED), Salmon (+10 AED)"
Salad,Mixed Fruit Salad,Standard,Standard,25,"Apple (40g), Orange (30g), Banana (30g), Grapes (25g), Strawberries (25g), Pineapple (20g), Honey (5g), Mint (2g), Lime Juice (3g)",0,0,0,0,0,0,Refreshing mixed fruit salad with assorted fresh fruits,,,
Pasta,Aglio Olio Spaghetti,Shrimp,Standard,20,"Spaghetti (100g), Shrimp (80g), Olive Oil (25g), Garlic (10g), Parsley (5g), Red Chili Flakes (2g), Salt (2g), Black Pepper (1g), Parmesan (15g), Lemon Juice (5g)",0,0,0,0,0,0,"Spaghetti tossed with garlic, olive oil, shrimp and parmesan",,,No Add-Ons
Pasta,Brown Pasta Alfredo,Chicken,Standard,20,"Brown Spaghetti (100g), Chicken (80g), Heavy Cream (60g), Parmesan (20g), Butter (15g), Garlic (5g), Salt (2g), Black Pepper (2g), Nutmeg (1g)",0,0,0,0,0,0,Creamy Alfredo brown pasta with tender protein and parmesan,,,
Pasta,Brown Pasta Alfredo,Shrimp,Standard,25,"Brown Spaghetti (100g), Shrimp (70g), Heavy Cream (60g), Parmesan (20g), Butter (15g), Garlic (5g), Salt (2g), Black Pepper (2g), Nutmeg (1g)",0,0,0,0,0,0,Creamy Alfredo brown pasta with tender protein and parmesan,,,
Pasta,Pasta Bolognese,Beef,Standard,35,"Pasta (100g, Penne/Spaghetti), Ground Beef (80g), Tomato Sauce (60g), Onion (15g), Carrot (10g), Celery (10g), Olive Oil (5g), Parmesan (15g), Salt (2g), Pepper (2g), Oregano (2g)",0,0,0,0,0,0,Classic pasta with rich beef Bolognese sauce and parmesan,Penne / Spaghetti,,
Pasta,Pasta Bolognese,Chicken,Standard,30,"Pasta (100g), Ground Chicken (80g), Tomato Sauce (60g), Onion (15g), Carrot (10g), Celery (10g), Olive Oil (5g), Parmesan (15g), Salt (2g), Pepper (2g), Oregano (2g)",0,0,0,0,0,0,Classic pasta with rich beef Bolognese sauce and parmesan,,,
Pasta,Pasta Pesto,Chicken,Standard,35,"Pasta (100g), Chicken (80g), Pesto Sauce (60g: Basil, Olive Oil, Pine Nuts, Garlic, Parmesan), Salt (2g), Pepper (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed with fragrant basil pesto and parmesan,,,
Pasta,Pasta Pesto,Shrimp,Standard,30,"Pasta (100g), Shrimp (70g), Pesto Sauce (60g), Salt (2g), Pepper (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed with fragrant basil pesto and parmesan,,,
Pasta,Beetroot Pasta,Chicken,Standard,40,"Beetroot Pasta (100g), Chicken (80g), Cream (50g), Parmesan (20g), Butter (10g), Garlic (3g), Salt (2g), Pepper (2g), Beetroot Puree (10g)",0,0,0,0,0,0,Vibrant beetroot pasta with tender protein and parmesan,,,
Pasta,Beetroot Pasta,Shrimp,Standard,30,"Beetroot Pasta (100g), Shrimp (70g), Cream (50g), Parmesan (20g), Butter (10g), Garlic (3g), Salt (2g), Pepper (2g), Beetroot Puree (10g)",0,0,0,0,0,0,Vibrant beetroot pasta with tender protein and parmesan,,,
Pasta,Lasagna,Chicken,Standard,35,"Pasta Sheets (70g), Chicken (80g), Tomato Sauce (50g), Béchamel Sauce (40g), Onion (10g), Parmesan (15g), Mozzarella (20g), Salt (2g), Oregano (2g)",0,0,0,0,0,0,"Layered pasta with rich sauce, tender protein and parmesan",,,No Add-Ons
Pasta,Lasagna,Beef,Standard,30,"Pasta Sheets (70g), Ground Beef (80g), Tomato Sauce (50g), Béchamel Sauce (40g), Onion (10g), Parmesan (15g), Mozzarella (20g), Salt (2g), Oregano (2g)",0,0,0,0,0,0,"Layered pasta with rich sauce, tender protein and parmesan",,,No Add-Ons
Pasta,Fusilli Pasta,Chicken,Standard,35,"Fusilli (100g), Chicken (80g), Cream Sauce (60g: Cream, Parmesan, Garlic), Salt (2g), Pepper (2g), Parsley (3g)",0,0,0,0,0,0,Fusilli pasta tossed with savory sauce and tender protein,,,
Pasta,Fusilli Pasta,Shrimp,Standard,30,"Fusilli (100g), Shrimp (70g), Cream Sauce (60g), Salt (2g), Pepper (2g), Parsley (3g)",0,0,0,0,0,0,Fusilli pasta tossed with savory sauce and tender protein,,,
Pasta,Fusilli Pasta,Salmon,Standard,40,"Fusilli (100g), Salmon (70g), Cream Sauce (60g), Salt (2g), Pepper (2g), Parsley (3g), Dill (2g)",0,0,0,0,0,0,Fusilli pasta tossed with savory sauce and tender protein,,,
Pasta,Fettuccine,Chicken,Standard,30,"Fettuccine (100g), Chicken (80g), Cream Sauce (60g), Salt (2g), Pepper (2g), Parsley (3g), Parmesan (15g)",0,0,0,0,0,0,Fettuccine pasta with creamy sauce and tender protein,,,
Pasta,Fettuccine,Shrimp,Standard,35,"Fettuccine (100g), Shrimp (70g), Cream Sauce (60g), Salt (2g), Pepper (2g), Parsley (3g), Parmesan (15g)",0,0,0,0,0,0,Fettuccine pasta with creamy sauce and tender protein,,,
Pasta,Fettuccine,Salmon,Standard,45,"Fettuccine (100g), Salmon (70g), Cream Sauce (60g), Salt (2g), Pepper (2g), Dill (2g), Parmesan (15g)",0,0,0,0,0,0,Fettuccine pasta with creamy sauce and tender protein,,,
Pasta,Arrabbiata Pasta,Chicken,Standard,30,"Pasta (100g), Chicken (80g), Tomato Sauce (60g), Garlic (5g), Red Chili Flakes (5g), Olive Oil (10g), Parsley (3g), Salt (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed in spicy tomato Arrabbiata sauce and parmesan,,,
Pasta,Arrabbiata Pasta,Shrimp,Standard,35,"Pasta (100g), Shrimp (70g), Tomato Sauce (60g), Garlic (5g), Red Chili Flakes (5g), Olive Oil (10g), Parsley (3g), Salt (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed in spicy tomato Arrabbiata sauce and parmesan,,,
Pasta,Pasta with White Sauce,Chicken,Standard,30,"Pasta (100g), Chicken (80g), White Sauce (60g: Cream, Butter, Flour, Parmesan), Salt (2g), Pepper (2g), Parmesan (15g)",0,0,0,0,0,0,Pasta tossed in creamy white sauce with tender protein,,,
Pasta,Pasta with White Sauce,Shrimp,Standard,35,"Pasta (100g), Shrimp (70g), White Sauce (60g), Salt (2g), Pepper (2g), Parmesan (15g)",0,0,0,0,0,0,Pasta tossed in creamy white sauce with tender protein,,,
Pasta,Pasta with Red Sauce,Chicken,Standard,30,"Pasta (100g), Chicken (80g), Tomato Sauce (60g), Onion (10g), Garlic (5g), Olive Oil (5g), Salt (2g), Oregano (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed in rich tomato sauce with tender protein,,,
Pasta,Pasta with Red Sauce,Shrimp,Standard,35,"Pasta (100g), Shrimp (70g), Tomato Sauce (60g), Onion (10g), Garlic (5g), Olive Oil (5g), Salt (2g), Oregano (2g), Parmesan (10g)",0,0,0,0,0,0,Pasta tossed in rich tomato sauce with tender protein,,,
Pasta,Pasta Pink Sauce,Chicken,Standard,30,"Pasta (100g), Chicken (80g), Pink Sauce (60g: Tomato & Cream), Salt (2g), Pepper (2g), Parmesan (10g)",0,0,0,0,0,0,Creamy pink tomato sauce pasta with tender protein,,,
Pasta,Pasta Pink Sauce,Shrimp,Standard,35,"Pasta (100g), Shrimp (70g), Pink Sauce (60g), Salt (2g), Pepper (2g), Parmesan (10g)",0,0,0,0,0,0,Creamy pink tomato sauce pasta with tender protein,,,
Pasta,Pasta with Mix Sauce,Chicken,Standard,30,"Pasta (100g), Chicken (80g), Mixed Sauce (60g: Cream, Tomato, Cheese), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Pasta tossed in a rich and creamy mixed sauce,,,
Pasta,Pasta with Mix Sauce,Shrimp,Standard,35,"Pasta (100g), Shrimp (70g), Mixed Sauce (60g), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Pasta tossed in a rich and creamy mixed sauce,,,
Soups,Creamy Chicken Mushroom Soup,,Standard,20,"Chicken Stock (150g), Heavy Cream (50g), Mushrooms (30g), Chicken (20g), Onion (10g), Flour (8g), Butter (8g), Salt (3g), Pepper (2g), Thyme (2g)",0,0,0,0,0,0,Creamy chicken and mushroom soup with rich savory flavor,,,
Soups,Broccoli Soup,,Standard,20,"Broccoli (100g), Chicken Stock (100g), Heavy Cream (40g), Onion (15g), Butter (10g), Flour (5g), Salt (3g), Pepper (2g), Nutmeg (1g)",0,0,0,0,0,0,Creamy broccoli soup blended to smooth perfection,,,
Soups,Lentil Soup,,Standard,20,"Red Lentils (60g), Chicken Stock (150g), Onion (20g), Carrot (15g), Tomato Paste (5g), Cumin (3g), Coriander (2g), Salt (3g), Pepper (2g), Lemon Juice (5g)",0,0,0,0,0,0,Hearty lentil soup with warming herbs and spices,,,
Soups,Vegetable Soup,,Standard,20,"Vegetable Stock (150g), Carrots (25g), Celery (20g), Onion (15g), Zucchini (15g), Green Beans (10g), Tomatoes (15g), Salt (3g), Pepper (2g), Thyme (2g)",0,0,0,0,0,0,Light vegetable soup made with fresh seasonal vegetables,,,
Soups,Sweet Carrot Soup,,Standard,20,"Carrots (120g), Chicken Stock (80g), Onion (15g), Butter (10g), Orange Juice (10g), Salt (3g), Pepper (2g), Ginger (2g), Cinnamon (1g)",0,0,0,0,0,0,Smooth and naturally sweet carrot soup,,,
Platters,Chicken Fit Platter,,Standard Portion,30,"Grilled Chicken Breast (100g), Brown Rice (80g), Broccoli (40g), Sweet Potato (40g), Olive Oil (5g), Salt (2g), Pepper (2g), Paprika (2g), Garlic Powder (1g)",0,0,0,0,0,0,"Grilled chicken served with wholesome rice, broccoli and sweet potato",,"White Rice, Brown Rice, Red Rice, Yellow Rice, Beetroot Rice, French Fries, Mashed Potato, Grilled Potato, Sweet Potato, Cooked Vegetable, Cooked Quinoa",
Platters,Pink Salmon Platter,,Standard,42,"Grilled Salmon Fillet (120g), Quinoa (60g), Avocado (30g), Asparagus (40g), Lemon Wedge (5g), Olive Oil (5g), Salt (2g), Pepper (2g), Dill (2g)",0,0,0,0,0,0,Pink salmon platter,,,
Platters,Healthy Platter,,Standard Portion,30,"Grilled Chicken (90g), Quinoa (50g), Avocado (25g), Sweet Potato (40g), Spinach (30g), Olive Oil (5g), Salt (2g), Pepper (2g), Lemon Juice (5g)",0,0,0,0,0,0,Balanced healthy platter with lean protein and wholesome sides,,"White Rice, Brown Rice, Red Rice, Yellow Rice, Beetroot Rice, French Fries, Mashed Potato, Grilled Potato, Sweet Potato, Cooked Vegetable, Cooked Quinoa",
Pizza,Pepperoni Pizza,,1 pizza,35,"Pizza Dough (200g: Flour, Water, Yeast, Salt, Oil), Tomato Sauce (70g), Mozzarella Cheese (80g), Pepperoni (40g), Olive Oil (5g), Oregano (2g)",0,0,0,0,0,0,Classic pizza topped with savory pepperoni and melted cheese,,,
Pizza,Chicken Pizza,,1 pizza,30,"Pizza Dough (200g), Tomato Sauce (70g), Mozzarella Cheese (80g), Grilled Chicken (40g), Bell Peppers (15g), Onion (10g), Olive Oil (5g), Oregano (2g)",0,0,0,0,0,0,Pizza topped with tender chicken and melted cheese,,,
Pizza,Shrimp Pizza,,1 pizza,35,"Pizza Dough (200g), Tomato Sauce (70g), Mozzarella Cheese (80g), Shrimp (35g), Bell Peppers (15g), Onion (10g), Olive Oil (5g), Oregano (2g), Garlic (2g)",0,0,0,0,0,0,Pizza topped with juicy shrimp and melted cheese,,,
Pizza,Hawaiian Pizza,,1 pizza,32,"Pizza Dough (200g), Tomato Sauce (70g), Mozzarella Cheese (80g), Ham (30g), Pineapple (30g), Olive Oil (5g), Oregano (2g)",0,0,0,0,0,0,Hawaiian pizza,,,
Pizza,Beef Pizza,,1 pizza,38,"Pizza Dough (200g), Tomato Sauce (70g), Mozzarella Cheese (80g), Ground Beef (40g), Onion (10g), Bell Peppers (10g), Olive Oil (5g), Oregano (2g)",0,0,0,0,0,0,Pizza topped with seasoned beef and melted cheese,,,
Pizza,Margherita Pizza,,1 pizza,30,"Pizza Dough (200g), Tomato Sauce (80g), Mozzarella Cheese (100g), Fresh Basil (5g), Olive Oil (10g), Salt (2g), Oregano (2g)",0,0,0,0,0,0,Classic pizza topped with tomato sauce and mozzarella,,,
Pizza,Vegetable Pizza,,1 pizza,30,"Pizza Dough (200g), Tomato Sauce (70g), Mozzarella Cheese (70g), Bell Peppers (20g), Onions (15g), Mushrooms (15g), Olives (10g), Olive Oil (5g), Oregano (2g)",0,0,0,0,0,0,Pizza topped with fresh vegetables and melted cheese,,,
Burger & Sandwiches,Iceburger SPL,Chicken,Standard,25,"Brioche Bun (60g), Fried Chicken Fillet (80g), Lettuce (15g), Tomato (15g), Cheese (20g), Special Sauce (30g: Mayo, Ketchup, Relish), Pickles (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Crispy chicken or beef burger with fresh toppings and special sauce,,,
Burger & Sandwiches,Iceburger SPL,Beef,Standard,30,"Brioche Bun (60g), Beef Patty (80g), Lettuce (15g), Tomato (15g), Cheese (20g), Special Sauce (30g), Pickles (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Crispy chicken or beef burger with fresh toppings and special sauce,,,
Burger & Sandwiches,Beef Bacon Burger,Standard,Standard,25,"Brioche Bun (60g), Beef Patty (90g), Bacon (20g), Cheddar Cheese (20g), Lettuce (15g), Tomato (15g), Onion (10g), Ketchup (10g), Mustard (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Juicy beef burger topped with crispy bacon and cheese,,,
Burger & Sandwiches,Healthy Club,Standard,Standard,25,"Whole Wheat Bread (60g, 3 slices), Grilled Chicken (50g), Turkey Breast (30g), Lettuce (15g), Tomato (15g), Avocado (20g), Mayonnaise (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Light and wholesome club sandwich with lean protein and fresh fillings,,,
Burger & Sandwiches,Turkey Robin Melt,Standard,Standard,35,"Bread (50g), Turkey Breast (70g), Cheddar Cheese (25g), Tomato (15g), Lettuce (10g), Mayonnaise (10g), Mustard (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Turkey sandwich melt with melted cheese and savory fillings,,,
Burger & Sandwiches,Philly Steak,Standard,Standard,40,"Sub Roll (70g), Beef Strips (80g), Bell Peppers (20g), Onions (20g), Provolone Cheese (20g), Mayonnaise (5g), Salt (1g), Pepper (1g), Garlic (2g)",0,0,0,0,0,0,Tender steak with sautéed fillings in a soft sandwich,,,
Burger & Sandwiches,Chicken Sandwich,Standard,Standard,25,"Bun (50g), Grilled Chicken (80g), Lettuce (15g), Tomato (15g), Mayonnaise (15g), Salt (1g), Pepper (1g), Pickles (5g)",0,0,0,0,0,0,Tender chicken sandwich with fresh vegetables and savory sauce,,,
Burger & Sandwiches,Classic Cheeseburger,Beef,Standard,30,"Bun (60g), Beef Patty (90g), Cheddar Cheese (20g), Lettuce (15g), Tomato (15g), Onion (10g), Ketchup (15g), Mustard (5g), Pickles (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Classic juicy cheeseburger topped with melted cheese,,,
Burger & Sandwiches,Classic Cheeseburger,Chicken,Standard,25,"Bun (60g), Fried Chicken Patty (90g), Cheddar Cheese (20g), Lettuce (15g), Tomato (15g), Onion (10g), Ketchup (15g), Mustard (5g), Pickles (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Classic juicy cheeseburger topped with melted cheese,,,
Burger & Sandwiches,Buffalo Burger,Standard,Standard,35,"Bun (60g), Beef Patty (80g), Buffalo Sauce (25g), Blue Cheese (15g), Lettuce (15g), Tomato (15g), Onion (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Juicy buffalo-style burger with a spicy tangy finish,,,
Burger & Sandwiches,3 Mini Burger,,Standard,30,"3x Mini Buns (60g total), 3x Mini Beef/Chicken Patties (75g total), Cheese (15g), Lettuce (10g), Tomato (10g), Ketchup (10g), Mayo (10g), Pickles (5g)",0,0,0,0,0,0,Three mini burgers,,,
Burger & Sandwiches,Ecstasy Burger,,Standard,35,"Bun (60g), Beef Patty (100g), Cheese (20g), Bacon (15g), Fried Egg (30g), Onion Rings (20g), BBQ Sauce (15g), Lettuce (10g), Tomato (10g)",0,0,0,0,0,0,Ecstasy burger,,,
Burger & Sandwiches,Smoked Grill Chicken Burger,,Standard,25,"Bun (60g), Smoked Chicken Patty (90g), Lettuce (15g), Tomato (15g), Onion (10g), Smoked BBQ Sauce (20g), Cheese (15g), Pickles (5g)",0,0,0,0,0,0,Smoked grilled chicken burger,,,
Burger & Sandwiches,Chicken Burger,,Standard,25,"Bun (60g), Fried Chicken Patty (100g), Lettuce (15g), Tomato (15g), Mayonnaise (15g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Chicken burger,,,
Burger & Sandwiches,Scottish Tuna Sandwich,,Standard,20,"Bread (50g), Canned Tuna (60g), Mayonnaise (15g), Celery (10g), Red Onion (10g), Lettuce (10g), Tomato (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Scottish tuna sandwich,,,
Burger & Sandwiches,Egg Omelette Sandwich,,Standard,17,"Bread (50g), Eggs (100g, 2 eggs), Cheddar Cheese (15g), Butter (5g), Salt (1g), Pepper (1g), Ketchup (5g)",0,0,0,0,0,0,Egg omelette sandwich,,,
Burger & Sandwiches,Beef Burger with Grilled Potato,,Standard,35,"Bun (50g), Beef Patty (80g), Lettuce (10g), Tomato (10g), Cheese (15g), Onion (10g), Grilled Potato (40g), Olive Oil (3g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Beef burger served with grilled potato,,,
Wraps,Tuna Wrap,,Standard,25,"Tortilla Wrap (50g), Canned Tuna (60g), Lettuce (20g), Tomato (20g), Red Onion (10g), Cheddar Cheese (15g), Mayonnaise (15g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Tuna wrap with fresh vegetables, cheese and creamy dressing",,,No Add-Ons
Wraps,Fajita Wrap,,Standard,25,"Tortilla Wrap (50g), Grilled Chicken (70g), Bell Peppers (20g), Onions (15g), Cheddar Cheese (20g), Sour Cream (10g), Salsa (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Seasoned chicken fajita wrap with peppers and cheese,,,
Wraps,BBQ Wrap,,Standard,25,"Tortilla Wrap (50g), Grilled Chicken (70g), Bell Peppers (15g), Onions (10g), Cheddar Cheese (20g), BBQ Sauce (20g), Lettuce (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Tender chicken with smoky BBQ sauce, peppers and cheese in a wrap",,,No Add-Ons
Wraps,Chicken Tikka Wrap,,Standard,25,"Tortilla Wrap (50g), Chicken Tikka (70g), Lettuce (20g), Tomato (15g), Cucumber (15g), Mint Yogurt Sauce (20g), Onion (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Tender chicken tikka with aromatic spices and creamy sauce,,,
Wraps,Burrito Wrap,,Standard,30,"Tortilla Wrap (60g), Chicken/Beef (50g), Rice (50g), Black Beans (30g), Bell Peppers (15g), Onions (10g), Cheese (20g), Sour Cream (15g), Salsa (15g)",0,0,0,0,0,0,"Protein-packed burrito wrap with beans, peppers and cheese",,,No Add-Ons
Wraps,Zinger Wrap,,Standard,30,"Tortilla Wrap (50g), Fried Chicken Fillet (80g), Lettuce (15g), Tomato (10g), Cheese (20g), Spicy Mayo (25g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Crispy spicy chicken with creamy sauce in a soft wrap,,,
Wraps,Chicken Quesadilla Wrap,,Standard,27,"Tortilla Wrap (50g), Grilled Chicken (70g), Cheddar Cheese (30g), Bell Peppers (15g), Onions (15g), Sour Cream (10g), Salsa (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Grilled chicken quesadilla with melted cheese in a toasted wrap,,,
Wraps,Chicken Tandoori Wrap,,Standard,25,"Tortilla Wrap (50g), Chicken Tandoori (70g), Lettuce (20g), Tomato (15g), Cucumber (15g), Mint Chutney (20g), Onion (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Tender tandoori chicken with aromatic spices and creamy sauce,,,
Wraps,Caesar Wrap,,Standard,20,"Tortilla Wrap (50g), Grilled Chicken (60g), Romaine Lettuce (25g), Parmesan (10g), Caesar Dressing (25g), Croutons (10g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Classic Caesar wrap with chicken, crisp lettuce and creamy dressing",,,No Add-Ons
Wraps,Egg Salad Wrap,,Standard,20,"Tortilla Wrap (50g), Hard Boiled Eggs (80g), Mayonnaise (15g), Celery (10g), Red Onion (10g), Lettuce (15g), Salt (1g), Pepper (1g), Paprika (2g)",0,0,0,0,0,0,Creamy egg salad with fresh vegetables in a soft wrap,,,
Wraps,Labneh Zaatar Wrap,,Standard,20,"Tortilla Wrap (50g), Labneh (40g), Zaatar (10g), Tomatoes (20g), Cucumber (20g), Mint (5g), Olive Oil (5g), Salt (1g)",0,0,0,0,0,0,Creamy labneh with aromatic zaatar in a soft wrap,,,
Wraps,Halloumi Wrap,,Standard,25,"Tortilla Wrap (50g), Halloumi Cheese (80g), Tomatoes (25g), Cucumber (25g), Mint (5g), Olive Oil (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Grilled halloumi cheese wrapped in soft flatbread,,,
